"team","eventname","score_change","score","event","ranking","region","season"
"Los Malvekes","win_reg1",60,60,5,16,"sam","2021-2022"
"Los Malvekes","win_reg2",0,60,6,19,"sam","2021-2022"
"Los Malvekes","win_reg3",0,60,7,20,"sam","2021-2022"
"Los Malvekes","win_maj",-60,0,8,26,"sam","2021-2022"
"Los Malvekes","spr_reg1",0,0,9,27,"sam","2021-2022"
"Los Malvekes","spr_reg2",0,0,10,28,"sam","2021-2022"
"Los Malvekes","spr_reg3",0,0,11,28,"sam","2021-2022"
"Los Malvekes","spr_maj",0,0,12,28,"sam","2021-2022"
"Chromax","fall_reg1",0,0,1,20,"sam","2021-2022"
"Chromax","fall_reg2",0,0,2,21,"sam","2021-2022"
"Chromax","fall_reg3",0,0,3,21,"sam","2021-2022"
"Chromax","fall_maj",0,0,4,21,"sam","2021-2022"
"Chromax","win_reg1",190,190,5,12,"sam","2021-2022"
"Chromax","win_reg2",110,300,6,12,"sam","2021-2022"
"Chromax","win_reg3",160,460,7,11,"sam","2021-2022"
"Chromax","win_maj",-460,0,8,17,"sam","2021-2022"
"Chromax","spr_reg1",0,0,9,19,"sam","2021-2022"
"Chromax","spr_reg2",0,0,10,20,"sam","2021-2022"
"Chromax","spr_reg3",0,0,11,20,"sam","2021-2022"
"Chromax","spr_maj",0,0,12,20,"sam","2021-2022"
"Emit7","fall_reg1",40,40,1,15,"sam","2021-2022"
"Emit7","fall_reg2",0,40,2,17,"sam","2021-2022"
"Emit7","fall_reg3",-40,0,3,22,"sam","2021-2022"
"Emit7","fall_maj",0,0,4,22,"sam","2021-2022"
"Emit7","win_reg1",0,0,5,21,"sam","2021-2022"
"Emit7","win_reg2",0,0,6,24,"sam","2021-2022"
"Emit7","win_reg3",0,0,7,25,"sam","2021-2022"
"Emit7","win_maj",0,0,8,19,"sam","2021-2022"
"Emit7","spr_reg1",0,0,9,20,"sam","2021-2022"
"Emit7","spr_reg2",0,0,10,21,"sam","2021-2022"
"Emit7","spr_reg3",0,0,11,21,"sam","2021-2022"
"Emit7","spr_maj",0,0,12,21,"sam","2021-2022"
"Endlxss Team","fall_reg1",0,0,1,21,"sam","2021-2022"
"Endlxss Team","fall_reg2",70,70,2,16,"sam","2021-2022"
"Endlxss Team","fall_reg3",40,110,3,15,"sam","2021-2022"
"Endlxss Team","fall_maj",0,110,4,15,"sam","2021-2022"
"Endlxss Team","win_reg1",-110,0,5,22,"sam","2021-2022"
"Endlxss Team","win_reg2",0,0,6,25,"sam","2021-2022"
"Endlxss Team","win_reg3",0,0,7,26,"sam","2021-2022"
"Endlxss Team","win_maj",0,0,8,20,"sam","2021-2022"
"Endlxss Team","spr_reg1",0,0,9,21,"sam","2021-2022"
"Endlxss Team","spr_reg2",0,0,10,22,"sam","2021-2022"
"Endlxss Team","spr_reg3",0,0,11,22,"sam","2021-2022"
"Endlxss Team","spr_maj",0,0,12,22,"sam","2021-2022"
"Ex-Elevate","fall_reg1",70,70,1,12,"sam","2021-2022"
"Ex-Elevate","fall_reg2",150,220,2,10,"sam","2021-2022"
"Ex-Elevate","fall_reg3",150,370,3,8,"sam","2021-2022"
"Ex-Elevate","fall_maj",0,370,4,8,"sam","2021-2022"
"Ex-Elevate","win_reg1",-370,0,5,23,"sam","2021-2022"
"Ex-Elevate","win_reg2",0,0,6,26,"sam","2021-2022"
"Ex-Elevate","win_reg3",0,0,7,27,"sam","2021-2022"
"Ex-Elevate","win_maj",0,0,8,21,"sam","2021-2022"
"Ex-Elevate","spr_reg1",0,0,9,22,"sam","2021-2022"
"Ex-Elevate","spr_reg2",0,0,10,23,"sam","2021-2022"
"Ex-Elevate","spr_reg3",0,0,11,23,"sam","2021-2022"
"Ex-Elevate","spr_maj",0,0,12,23,"sam","2021-2022"
"FTW Esports","fall_reg1",40,40,1,16,"sam","2021-2022"
"FTW Esports","fall_reg2",40,80,2,15,"sam","2021-2022"
"FTW Esports","fall_reg3",40,120,3,14,"sam","2021-2022"
"FTW Esports","fall_maj",0,120,4,14,"sam","2021-2022"
"FTW Esports","win_reg1",-120,0,5,24,"sam","2021-2022"
"FTW Esports","win_reg2",0,0,6,27,"sam","2021-2022"
"FTW Esports","win_reg3",0,0,7,28,"sam","2021-2022"
"FTW Esports","win_maj",0,0,8,22,"sam","2021-2022"
"FTW Esports","spr_reg1",0,0,9,23,"sam","2021-2022"
"FTW Esports","spr_reg2",0,0,10,24,"sam","2021-2022"
"FTW Esports","spr_reg3",0,0,11,24,"sam","2021-2022"
"FTW Esports","spr_maj",0,0,12,24,"sam","2021-2022"
"Guidance Gaming","fall_reg1",150,150,1,6,"sam","2021-2022"
"Guidance Gaming","fall_reg2",110,260,2,9,"sam","2021-2022"
"Guidance Gaming","fall_reg3",70,330,3,10,"sam","2021-2022"
"Guidance Gaming","fall_maj",0,330,4,10,"sam","2021-2022"
"Guidance Gaming","win_reg1",60,390,5,9,"sam","2021-2022"
"Guidance Gaming","win_reg2",0,390,6,11,"sam","2021-2022"
"Guidance Gaming","win_reg3",0,390,7,12,"sam","2021-2022"
"Guidance Gaming","win_maj",-60,330,8,10,"sam","2021-2022"
"Guidance Gaming","spr_reg1",0,330,9,12,"sam","2021-2022"
"Guidance Gaming","spr_reg2",0,330,10,12,"sam","2021-2022"
"Guidance Gaming","spr_reg3",0,330,11,14,"sam","2021-2022"
"Guidance Gaming","spr_maj",0,330,12,14,"sam","2021-2022"
"InControl Nation","fall_reg1",0,0,1,22,"sam","2021-2022"
"InControl Nation","fall_reg2",0,0,2,22,"sam","2021-2022"
"InControl Nation","fall_reg3",0,0,3,23,"sam","2021-2022"
"InControl Nation","fall_maj",0,0,4,23,"sam","2021-2022"
"InControl Nation","win_reg1",0,0,5,25,"sam","2021-2022"
"InControl Nation","win_reg2",60,60,6,17,"sam","2021-2022"
"InControl Nation","win_reg3",0,60,7,18,"sam","2021-2022"
"InControl Nation","win_maj",-60,0,8,23,"sam","2021-2022"
"InControl Nation","spr_reg1",0,0,9,24,"sam","2021-2022"
"InControl Nation","spr_reg2",0,0,10,25,"sam","2021-2022"
"InControl Nation","spr_reg3",0,0,11,25,"sam","2021-2022"
"InControl Nation","spr_maj",0,0,12,25,"sam","2021-2022"
"LeaveNoWitness","fall_reg1",0,0,1,24,"sam","2021-2022"
"LeaveNoWitness","fall_reg2",0,0,2,24,"sam","2021-2022"
"LeaveNoWitness","fall_reg3",0,0,3,25,"sam","2021-2022"
"LeaveNoWitness","fall_maj",0,0,4,25,"sam","2021-2022"
"LeaveNoWitness","win_reg1",60,60,5,15,"sam","2021-2022"
"LeaveNoWitness","win_reg2",0,60,6,18,"sam","2021-2022"
"LeaveNoWitness","win_reg3",60,120,7,16,"sam","2021-2022"
"LeaveNoWitness","win_maj",-120,0,8,24,"sam","2021-2022"
"LeaveNoWitness","spr_reg1",0,0,9,25,"sam","2021-2022"
"LeaveNoWitness","spr_reg2",0,0,10,26,"sam","2021-2022"
"LeaveNoWitness","spr_reg3",0,0,11,26,"sam","2021-2022"
"LeaveNoWitness","spr_maj",0,0,12,26,"sam","2021-2022"
"Legacy","fall_reg1",0,0,1,25,"sam","2021-2022"
"Legacy","fall_reg2",0,0,2,25,"sam","2021-2022"
"Legacy","fall_reg3",110,110,3,16,"sam","2021-2022"
"Legacy","fall_maj",0,110,4,16,"sam","2021-2022"
"Legacy","win_reg1",0,110,5,13,"sam","2021-2022"
"Legacy","win_reg2",-110,0,6,28,"sam","2021-2022"
"Legacy","win_reg3",60,60,7,19,"sam","2021-2022"
"Legacy","win_maj",-60,0,8,25,"sam","2021-2022"
"Legacy","spr_reg1",0,0,9,26,"sam","2021-2022"
"Legacy","spr_reg2",0,0,10,27,"sam","2021-2022"
"Legacy","spr_reg3",0,0,11,27,"sam","2021-2022"
"Legacy","spr_maj",0,0,12,27,"sam","2021-2022"
"Papo de Visão","fall_reg1",0,0,1,28,"sam","2021-2022"
"Papo de Visão","fall_reg2",0,0,2,28,"sam","2021-2022"
"Papo de Visão","fall_reg3",0,0,3,28,"sam","2021-2022"
"Papo de Visão","fall_maj",0,0,4,28,"sam","2021-2022"
"Papo de Visão","win_reg1",0,0,5,27,"sam","2021-2022"
"Papo de Visão","win_reg2",160,160,6,15,"sam","2021-2022"
"Papo de Visão","win_reg3",110,270,7,15,"sam","2021-2022"
"Papo de Visão","win_maj",-270,0,8,28,"sam","2021-2022"
"Papo de Visão","spr_reg1",0,0,9,28,"sam","2021-2022"
"Papo de Visão","spr_reg2",0,0,10,29,"sam","2021-2022"
"Papo de Visão","spr_reg3",0,0,11,29,"sam","2021-2022"
"Papo de Visão","spr_maj",0,0,12,29,"sam","2021-2022"
"RED","fall_reg1",0,0,1,29,"sam","2021-2022"
"RED","fall_reg2",0,0,2,29,"sam","2021-2022"
"RED","fall_reg3",0,0,3,29,"sam","2021-2022"
"RED","fall_maj",0,0,4,29,"sam","2021-2022"
"RED","win_reg1",0,0,5,28,"sam","2021-2022"
"RED","win_reg2",60,60,6,20,"sam","2021-2022"
"RED","win_reg3",0,60,7,21,"sam","2021-2022"
"RED","win_maj",-60,0,8,29,"sam","2021-2022"
"RED","spr_reg1",0,0,9,29,"sam","2021-2022"
"RED","spr_reg2",0,0,10,30,"sam","2021-2022"
"RED","spr_reg3",0,0,11,30,"sam","2021-2022"
"RED","spr_maj",0,0,12,30,"sam","2021-2022"
"Red Crown Esports","fall_reg1",0,0,1,30,"sam","2021-2022"
"Red Crown Esports","fall_reg2",0,0,2,30,"sam","2021-2022"
"Red Crown Esports","fall_reg3",0,0,3,30,"sam","2021-2022"
"Red Crown Esports","fall_maj",0,0,4,30,"sam","2021-2022"
"Red Crown Esports","win_reg1",110,110,5,14,"sam","2021-2022"
"Red Crown Esports","win_reg2",0,110,6,16,"sam","2021-2022"
"Red Crown Esports","win_reg3",0,110,7,17,"sam","2021-2022"
"Red Crown Esports","win_maj",0,110,8,13,"sam","2021-2022"
"Red Crown Esports","spr_reg1",-110,0,9,30,"sam","2021-2022"
"Red Crown Esports","spr_reg2",0,0,10,31,"sam","2021-2022"
"Red Crown Esports","spr_reg3",0,0,11,31,"sam","2021-2022"
"Red Crown Esports","spr_maj",0,0,12,31,"sam","2021-2022"
"Shoot'em","fall_reg1",70,70,1,14,"sam","2021-2022"
"Shoot'em","fall_reg2",40,110,2,14,"sam","2021-2022"
"Shoot'em","fall_reg3",0,110,3,17,"sam","2021-2022"
"Shoot'em","fall_maj",0,110,4,17,"sam","2021-2022"
"Shoot'em","win_reg1",-110,0,5,29,"sam","2021-2022"
"Shoot'em","win_reg2",0,0,6,30,"sam","2021-2022"
"Shoot'em","win_reg3",0,0,7,30,"sam","2021-2022"
"Shoot'em","win_maj",0,0,8,30,"sam","2021-2022"
"Shoot'em","spr_reg1",0,0,9,31,"sam","2021-2022"
"Shoot'em","spr_reg2",0,0,10,32,"sam","2021-2022"
"Shoot'em","spr_reg3",0,0,11,32,"sam","2021-2022"
"Shoot'em","spr_maj",0,0,12,32,"sam","2021-2022"
"Team Signal","fall_reg1",150,150,1,7,"sam","2021-2022"
"Team Signal","fall_reg2",150,300,2,7,"sam","2021-2022"
"Team Signal","fall_reg3",70,370,3,9,"sam","2021-2022"
"Team Signal","fall_maj",0,370,4,9,"sam","2021-2022"
"Team Signal","win_reg1",-370,0,5,31,"sam","2021-2022"
"Team Signal","win_reg2",0,0,6,31,"sam","2021-2022"
"Team Signal","win_reg3",0,0,7,31,"sam","2021-2022"
"Team Signal","win_maj",0,0,8,31,"sam","2021-2022"
"Team Signal","spr_reg1",0,0,9,32,"sam","2021-2022"
"Team Signal","spr_reg2",0,0,10,33,"sam","2021-2022"
"Team Signal","spr_reg3",0,0,11,33,"sam","2021-2022"
"Team Signal","spr_maj",0,0,12,33,"sam","2021-2022"
"Team Falcons","fall_reg1",301,301,1,1,"mena","2021-2022"
"Team Falcons","fall_reg2",301,602,2,1,"mena","2021-2022"
"Team Falcons","fall_reg3",301,903,3,1,"mena","2021-2022"
"Team Falcons","fall_maj",300,1203,4,1,"mena","2021-2022"
"Team Falcons","win_reg1",351,1554,5,1,"mena","2021-2022"
"Team Falcons","win_reg2",351,1905,6,1,"mena","2021-2022"
"Team Falcons","win_reg3",351,2256,7,1,"mena","2021-2022"
"Team Falcons","win_maj",120,2376,8,1,"mena","2021-2022"
"Team Falcons","spr_reg1",401,2777,9,1,"mena","2021-2022"
"Team Falcons","spr_reg2",401,3178,10,1,"mena","2021-2022"
"Team Falcons","spr_reg3",401,3579,11,1,"mena","2021-2022"
"Team Falcons","spr_maj",700,4279,12,1,"mena","2021-2022"
"Veloce Esports","fall_reg1",200,200,1,4,"mena","2021-2022"
"Veloce Esports","fall_reg2",200,400,2,3,"mena","2021-2022"
"Veloce Esports","fall_reg3",250,650,3,3,"mena","2021-2022"
"Veloce Esports","fall_maj",0,650,4,3,"mena","2021-2022"
"Veloce Esports","win_reg1",190,840,5,3,"mena","2021-2022"
"Veloce Esports","win_reg2",260,1100,6,3,"mena","2021-2022"
"Veloce Esports","win_reg3",260,1360,7,3,"mena","2021-2022"
"Veloce Esports","win_maj",0,1360,8,3,"mena","2021-2022"
"Veloce Esports","spr_reg1",350,1710,9,2,"mena","2021-2022"
"Veloce Esports","spr_reg2",130,1840,10,2,"mena","2021-2022"
"Veloce Esports","spr_reg3",300,2140,11,2,"mena","2021-2022"
"Veloce Esports","spr_maj",0,2140,12,2,"mena","2021-2022"
"01 Esports","fall_reg1",250,250,1,2,"mena","2021-2022"
"01 Esports","fall_reg2",250,500,2,2,"mena","2021-2022"
"01 Esports","fall_reg3",150,650,3,2,"mena","2021-2022"
"01 Esports","fall_maj",0,650,4,2,"mena","2021-2022"
"01 Esports","win_reg1",260,910,5,2,"mena","2021-2022"
"01 Esports","win_reg2",190,1100,6,2,"mena","2021-2022"
"01 Esports","win_reg3",300,1400,7,2,"mena","2021-2022"
"01 Esports","win_maj",0,1400,8,2,"mena","2021-2022"
"01 Esports","spr_reg1",250,1650,9,3,"mena","2021-2022"
"01 Esports","spr_reg2",180,1830,10,3,"mena","2021-2022"
"01 Esports","spr_reg3",180,2010,11,3,"mena","2021-2022"
"01 Esports","spr_maj",0,2010,12,3,"mena","2021-2022"
"KINGS Esports","fall_reg1",110,110,1,10,"mena","2021-2022"
"KINGS Esports","fall_reg2",200,310,2,5,"mena","2021-2022"
"KINGS Esports","fall_reg3",200,510,3,5,"mena","2021-2022"
"KINGS Esports","fall_maj",0,510,4,5,"mena","2021-2022"
"KINGS Esports","win_reg1",160,670,5,4,"mena","2021-2022"
"KINGS Esports","win_reg2",160,830,6,5,"mena","2021-2022"
"KINGS Esports","win_reg3",190,1020,7,5,"mena","2021-2022"
"KINGS Esports","win_maj",0,1020,8,5,"mena","2021-2022"
"KINGS Esports","spr_reg1",210,1230,9,5,"mena","2021-2022"
"KINGS Esports","spr_reg2",300,1530,10,4,"mena","2021-2022"
"KINGS Esports","spr_reg3",210,1740,11,4,"mena","2021-2022"
"KINGS Esports","spr_maj",0,1740,12,4,"mena","2021-2022"
"SCYTES","fall_reg1",150,150,1,6,"mena","2021-2022"
"SCYTES","fall_reg2",150,300,2,7,"mena","2021-2022"
"SCYTES","fall_reg3",70,370,3,7,"mena","2021-2022"
"SCYTES","fall_maj",0,370,4,7,"mena","2021-2022"
"SCYTES","win_reg1",300,670,5,5,"mena","2021-2022"
"SCYTES","win_reg2",300,970,6,4,"mena","2021-2022"
"SCYTES","win_reg3",160,1130,7,4,"mena","2021-2022"
"SCYTES","win_maj",0,1130,8,4,"mena","2021-2022"
"SCYTES","spr_reg1",180,1310,9,4,"mena","2021-2022"
"SCYTES","spr_reg2",210,1520,10,5,"mena","2021-2022"
"SCYTES","spr_reg3",130,1650,11,5,"mena","2021-2022"
"SCYTES","spr_maj",0,1650,12,5,"mena","2021-2022"
"Twisted Minds","fall_reg1",150,150,1,8,"mena","2021-2022"
"Twisted Minds","fall_reg2",110,260,2,9,"mena","2021-2022"
"Twisted Minds","fall_reg3",110,370,3,8,"mena","2021-2022"
"Twisted Minds","fall_maj",0,370,4,8,"mena","2021-2022"
"Twisted Minds","win_reg1",190,560,5,6,"mena","2021-2022"
"Twisted Minds","win_reg2",160,720,6,6,"mena","2021-2022"
"Twisted Minds","win_reg3",110,830,7,6,"mena","2021-2022"
"Twisted Minds","win_maj",0,830,8,6,"mena","2021-2022"
"Twisted Minds","spr_reg1",80,910,9,6,"mena","2021-2022"
"Twisted Minds","spr_reg2",130,1040,10,6,"mena","2021-2022"
"Twisted Minds","spr_reg3",250,1290,11,7,"mena","2021-2022"
"Twisted Minds","spr_maj",0,1290,12,7,"mena","2021-2022"
"ANKAA","fall_reg1",200,200,1,3,"mena","2021-2022"
"ANKAA","fall_reg2",150,350,2,4,"mena","2021-2022"
"ANKAA","fall_reg3",200,550,3,4,"mena","2021-2022"
"ANKAA","fall_maj",0,550,4,4,"mena","2021-2022"
"ANKAA","win_reg1",-550,0,5,20,"mena","2021-2022"
"ANKAA","win_reg2",220,220,6,11,"mena","2021-2022"
"ANKAA","win_reg3",220,440,7,9,"mena","2021-2022"
"ANKAA","win_maj",0,440,8,9,"mena","2021-2022"
"ANKAA","spr_reg1",210,650,9,8,"mena","2021-2022"
"ANKAA","spr_reg2",250,900,10,8,"mena","2021-2022"
"ANKAA","spr_reg3",210,1110,11,8,"mena","2021-2022"
"ANKAA","spr_maj",0,1110,12,8,"mena","2021-2022"
"Cola","fall_reg1",0,0,1,19,"mena","2021-2022"
"Cola","fall_reg2",0,0,2,20,"mena","2021-2022"
"Cola","fall_reg3",0,0,3,20,"mena","2021-2022"
"Cola","fall_maj",0,0,4,20,"mena","2021-2022"
"Cola","win_reg1",220,220,5,13,"mena","2021-2022"
"Cola","win_reg2",0,220,6,12,"mena","2021-2022"
"Cola","win_reg3",110,330,7,11,"mena","2021-2022"
"Cola","win_maj",0,330,8,11,"mena","2021-2022"
"Cola","spr_reg1",300,630,9,9,"mena","2021-2022"
"Cola","spr_reg2",350,980,10,7,"mena","2021-2022"
"Cola","spr_reg3",350,1330,11,6,"mena","2021-2022"
"Cola","spr_maj",0,1330,12,6,"mena","2021-2022"
"Onyx Ravens","fall_reg1",0,0,1,27,"mena","2021-2022"
"Onyx Ravens","fall_reg2",110,110,2,13,"mena","2021-2022"
"Onyx Ravens","fall_reg3",150,260,3,9,"mena","2021-2022"
"Onyx Ravens","fall_maj",0,260,4,9,"mena","2021-2022"
"Onyx Ravens","win_reg1",160,420,5,8,"mena","2021-2022"
"Onyx Ravens","win_reg2",110,530,6,7,"mena","2021-2022"
"Onyx Ravens","win_reg3",110,640,7,7,"mena","2021-2022"
"Onyx Ravens","win_maj",0,640,8,7,"mena","2021-2022"
"Onyx Ravens","spr_reg1",130,770,9,7,"mena","2021-2022"
"Onyx Ravens","spr_reg2",80,850,10,9,"mena","2021-2022"
"Onyx Ravens","spr_reg3",180,1030,11,9,"mena","2021-2022"
"Onyx Ravens","spr_maj",0,1030,12,9,"mena","2021-2022"
"966","fall_reg1",0,0,1,18,"mena","2021-2022"
"966","fall_reg2",0,0,2,19,"mena","2021-2022"
"966","fall_reg3",0,0,3,19,"mena","2021-2022"
"966","fall_maj",0,0,4,19,"mena","2021-2022"
"966","win_reg1",110,110,5,14,"mena","2021-2022"
"966","win_reg2",190,300,6,9,"mena","2021-2022"
"966","win_reg3",160,460,7,8,"mena","2021-2022"
"966","win_maj",0,460,8,8,"mena","2021-2022"
"966","spr_reg1",130,590,9,10,"mena","2021-2022"
"966","spr_reg2",180,770,10,10,"mena","2021-2022"
"966","spr_reg3",130,900,11,10,"mena","2021-2022"
"966","spr_maj",0,900,12,10,"mena","2021-2022"
"25eSports","fall_reg1",0,0,1,17,"mena","2021-2022"
"25eSports","fall_reg2",70,70,2,14,"mena","2021-2022"
"25eSports","fall_reg3",70,140,3,15,"mena","2021-2022"
"25eSports","fall_maj",0,140,4,15,"mena","2021-2022"
"25eSports","win_reg1",110,250,5,12,"mena","2021-2022"
"25eSports","win_reg2",60,310,6,8,"mena","2021-2022"
"25eSports","win_reg3",110,420,7,10,"mena","2021-2022"
"25eSports","win_maj",0,420,8,10,"mena","2021-2022"
"25eSports","spr_reg1",130,550,9,11,"mena","2021-2022"
"25eSports","spr_reg2",130,680,10,11,"mena","2021-2022"
"25eSports","spr_reg3",80,760,11,11,"mena","2021-2022"
"25eSports","spr_maj",0,760,12,11,"mena","2021-2022"
"Miracle Makers","fall_reg1",0,0,1,23,"mena","2021-2022"
"Miracle Makers","fall_reg2",0,0,2,24,"mena","2021-2022"
"Miracle Makers","fall_reg3",0,0,3,24,"mena","2021-2022"
"Miracle Makers","fall_maj",0,0,4,24,"mena","2021-2022"
"Miracle Makers","win_reg1",0,0,5,24,"mena","2021-2022"
"Miracle Makers","win_reg2",0,0,6,26,"mena","2021-2022"
"Miracle Makers","win_reg3",190,190,7,14,"mena","2021-2022"
"Miracle Makers","win_maj",0,190,8,14,"mena","2021-2022"
"Miracle Makers","spr_reg1",180,370,9,12,"mena","2021-2022"
"Miracle Makers","spr_reg2",210,580,10,12,"mena","2021-2022"
"Miracle Makers","spr_reg3",130,710,11,12,"mena","2021-2022"
"Miracle Makers","spr_maj",0,710,12,12,"mena","2021-2022"
"Dillon Esports","fall_reg1",0,0,1,20,"mena","2021-2022"
"Dillon Esports","fall_reg2",40,40,2,18,"mena","2021-2022"
"Dillon Esports","fall_reg3",0,40,3,17,"mena","2021-2022"
"Dillon Esports","fall_maj",0,40,4,17,"mena","2021-2022"
"Dillon Esports","win_reg1",60,100,5,16,"mena","2021-2022"
"Dillon Esports","win_reg2",110,210,6,13,"mena","2021-2022"
"Dillon Esports","win_reg3",60,270,7,12,"mena","2021-2022"
"Dillon Esports","win_maj",0,270,8,12,"mena","2021-2022"
"Dillon Esports","spr_reg1",0,270,9,13,"mena","2021-2022"
"Dillon Esports","spr_reg2",80,350,10,13,"mena","2021-2022"
"Dillon Esports","spr_reg3",0,350,11,13,"mena","2021-2022"
"Dillon Esports","spr_maj",0,350,12,13,"mena","2021-2022"
"Knights Gaming","fall_reg1",0,0,1,22,"mena","2021-2022"
"Knights Gaming","fall_reg2",0,0,2,23,"mena","2021-2022"
"Knights Gaming","fall_reg3",0,0,3,23,"mena","2021-2022"
"Knights Gaming","fall_maj",0,0,4,23,"mena","2021-2022"
"Knights Gaming","win_reg1",0,0,5,23,"mena","2021-2022"
"Knights Gaming","win_reg2",0,0,6,25,"mena","2021-2022"
"Knights Gaming","win_reg3",0,0,7,24,"mena","2021-2022"
"Knights Gaming","win_maj",0,0,8,24,"mena","2021-2022"
"Knights Gaming","spr_reg1",80,80,9,19,"mena","2021-2022"
"Knights Gaming","spr_reg2",80,160,10,16,"mena","2021-2022"
"Knights Gaming","spr_reg3",80,240,11,15,"mena","2021-2022"
"Knights Gaming","spr_maj",0,240,12,15,"mena","2021-2022"
"Mythical","fall_reg1",0,0,1,24,"mena","2021-2022"
"Mythical","fall_reg2",0,0,2,25,"mena","2021-2022"
"Mythical","fall_reg3",0,0,3,25,"mena","2021-2022"
"Mythical","fall_maj",0,0,4,25,"mena","2021-2022"
"Mythical","win_reg1",0,0,5,25,"mena","2021-2022"
"Mythical","win_reg2",0,0,6,27,"mena","2021-2022"
"Mythical","win_reg3",60,60,7,19,"mena","2021-2022"
"Mythical","win_maj",0,60,8,19,"mena","2021-2022"
"Mythical","spr_reg1",80,140,9,15,"mena","2021-2022"
"Mythical","spr_reg2",80,220,10,15,"mena","2021-2022"
"Mythical","spr_reg3",0,220,11,16,"mena","2021-2022"
"Mythical","spr_maj",0,220,12,16,"mena","2021-2022"
"Nightmare","fall_reg1",0,0,1,26,"mena","2021-2022"
"Nightmare","fall_reg2",0,0,2,27,"mena","2021-2022"
"Nightmare","fall_reg3",0,0,3,27,"mena","2021-2022"
"Nightmare","fall_maj",0,0,4,27,"mena","2021-2022"
"Nightmare","win_reg1",0,0,5,27,"mena","2021-2022"
"Nightmare","win_reg2",60,60,6,18,"mena","2021-2022"
"Nightmare","win_reg3",-60,0,7,25,"mena","2021-2022"
"Nightmare","win_maj",0,0,8,25,"mena","2021-2022"
"Nightmare","spr_reg1",0,0,9,26,"mena","2021-2022"
"Nightmare","spr_reg2",130,130,10,17,"mena","2021-2022"
"Nightmare","spr_reg3",80,210,11,17,"mena","2021-2022"
"Nightmare","spr_maj",0,210,12,17,"mena","2021-2022"
"YT Spoilers","fall_reg1",0,0,1,39,"mena","2021-2022"
"YT Spoilers","fall_reg2",0,0,2,39,"mena","2021-2022"
"YT Spoilers","fall_reg3",0,0,3,39,"mena","2021-2022"
"YT Spoilers","fall_maj",0,0,4,39,"mena","2021-2022"
"YT Spoilers","win_reg1",0,0,5,39,"mena","2021-2022"
"YT Spoilers","win_reg2",0,0,6,39,"mena","2021-2022"
"YT Spoilers","win_reg3",0,0,7,39,"mena","2021-2022"
"YT Spoilers","win_maj",0,0,8,39,"mena","2021-2022"
"YT Spoilers","spr_reg1",80,80,9,20,"mena","2021-2022"
"YT Spoilers","spr_reg2",0,80,10,21,"mena","2021-2022"
"YT Spoilers","spr_reg3",130,210,11,18,"mena","2021-2022"
"YT Spoilers","spr_maj",0,210,12,18,"mena","2021-2022"
"Triple Esports","fall_reg1",0,0,1,34,"mena","2021-2022"
"Triple Esports","fall_reg2",0,0,2,35,"mena","2021-2022"
"Triple Esports","fall_reg3",0,0,3,35,"mena","2021-2022"
"Triple Esports","fall_maj",0,0,4,35,"mena","2021-2022"
"Triple Esports","win_reg1",0,0,5,35,"mena","2021-2022"
"Triple Esports","win_reg2",0,0,6,38,"mena","2021-2022"
"Triple Esports","win_reg3",0,0,7,36,"mena","2021-2022"
"Triple Esports","win_maj",0,0,8,36,"mena","2021-2022"
"Triple Esports","spr_reg1",130,130,9,16,"mena","2021-2022"
"Triple Esports","spr_reg2",0,130,10,18,"mena","2021-2022"
"Triple Esports","spr_reg3",0,130,11,19,"mena","2021-2022"
"Triple Esports","spr_maj",0,130,12,19,"mena","2021-2022"
"Joga Bonito","fall_reg1",0,0,1,21,"mena","2021-2022"
"Joga Bonito","fall_reg2",0,0,2,22,"mena","2021-2022"
"Joga Bonito","fall_reg3",0,0,3,22,"mena","2021-2022"
"Joga Bonito","fall_maj",0,0,4,22,"mena","2021-2022"
"Joga Bonito","win_reg1",0,0,5,22,"mena","2021-2022"
"Joga Bonito","win_reg2",0,0,6,24,"mena","2021-2022"
"Joga Bonito","win_reg3",0,0,7,23,"mena","2021-2022"
"Joga Bonito","win_maj",0,0,8,23,"mena","2021-2022"
"Joga Bonito","spr_reg1",0,0,9,24,"mena","2021-2022"
"Joga Bonito","spr_reg2",0,0,10,25,"mena","2021-2022"
"Joga Bonito","spr_reg3",80,80,11,22,"mena","2021-2022"
"Joga Bonito","spr_maj",0,80,12,22,"mena","2021-2022"
"Cringe","fall_reg1",150,150,1,5,"mena","2021-2022"
"Cringe","fall_reg2",150,300,2,6,"mena","2021-2022"
"Cringe","fall_reg3",150,450,3,6,"mena","2021-2022"
"Cringe","fall_maj",0,450,4,6,"mena","2021-2022"
"Cringe","win_reg1",60,510,5,7,"mena","2021-2022"
"Cringe","win_reg2",-510,0,6,22,"mena","2021-2022"
"Cringe","win_reg3",0,0,7,21,"mena","2021-2022"
"Cringe","win_maj",0,0,8,21,"mena","2021-2022"
"Cringe","spr_reg1",0,0,9,22,"mena","2021-2022"
"Cringe","spr_reg2",0,0,10,23,"mena","2021-2022"
"Cringe","spr_reg3",0,0,11,24,"mena","2021-2022"
"Cringe","spr_maj",0,0,12,24,"mena","2021-2022"
"Invaders","fall_reg1",110,110,1,9,"mena","2021-2022"
"Invaders","fall_reg2",-110,0,2,21,"mena","2021-2022"
"Invaders","fall_reg3",0,0,3,21,"mena","2021-2022"
